Property_ID,Date,City,Locality,State,Property_Type,BHK,Area_Sqft,Property_Age_Years,Sale_Price_Lakh,Price_per_Sqft,Monthly_Rent,Rental_Yield_Percent,New_Listings,Units_Sold,Unsold_Inventory,Days_on_Market,Demand_Index,Supply_Index,Interest_Rate_Percent,Inflation_Percent,GDP_Growth_Percent,Metro_Distance_Km,Latitude,Longitude
PROP09649,2025-12-01,Noida,Sector 137,Uttar Pradesh,Apartment,1,726,14,47.61,6557.33,16407,4.14,160,96,259,102,72.5,71.3,6.36,4.77,5.88,9.6,28.513212,77.3956
PROP09650,2026-01-01,Hyderabad,Manikonda,Telangana,Apartment,2,933,4,60.34,6467.76,22368,4.45,117,69,233,71,82.4,59.1,6.31,4.92,7.34,8.2,17.409174,78.384887
PROP09651,2023-08-01,Kolkata,Garia,West Bengal,Apartment,1,686,13,51.96,7573.87,23637,5.46,199,119,441,74,66.4,61.1,6.52,5.81,6.57,9.6,22.457575,88.386469
PROP09652,2026-01-01,Jaipur,Mansarovar,Rajasthan,Apartment,2,973,19,40.34,4145.71,13988,4.16,79,51,159,64,71.5,57.3,6.41,5.2,6.24,2.7,26.84877,75.757876
PROP09653,2025-04-01,Kolkata,Garia,West Bengal,Independent House,2,1167,14,83.6,7163.46,28173,4.04,134,96,190,79,70.6,53.8,6.47,4.94,6.44,4.7,22.459038,88.387319
PROP09654,2022-07-01,Chennai,Anna Nagar,Tamil Nadu,Independent House,3,1533,9,93.29,6085.19,23019,2.96,90,57,202,58,77.0,64.1,6.32,5.12,6.42,6.5,13.080751,80.213703
PROP09655,2022-03-01,Noida,Sector 150,Uttar Pradesh,Apartment,2,1060,10,80.06,7552.71,34602,5.19,156,80,366,74,81.5,72.7,6.55,5.23,7.0,9.9,28.48062,77.398546
PROP09656,2025-04-01,Jaipur,Ajmer Road,Rajasthan,Apartment,3,1775,4,74.46,4194.78,33408,5.38,131,92,268,77,67.2,48.6,6.33,4.66,6.47,2.9,26.896998,75.685095
PROP09657,2025-04-01,Delhi,Greater Kailash,Delhi,Independent House,2,919,17,142.7,15527.25,38060,3.2,166,91,350,73,77.4,59.6,6.43,5.35,6.57,3.8,28.549213,77.244309
PROP09658,2023-05-01,Bengaluru,HSR Layout,Karnataka,Apartment,2,878,16,82.76,9426.39,30738,4.46,157,108,258,68,83.3,69.8,6.28,5.42,6.87,4.0,12.905388,77.641371
PROP09659,2023-10-01,Mumbai,Andheri,Maharashtra,Independent House,2,1128,20,285.51,25311.38,87264,3.67,84,53,203,70,81.0,75.6,6.51,4.44,6.67,5.9,19.126839,72.853744
PROP09660,2022-11-01,Kolkata,Garia,West Bengal,Apartment,3,1341,5,85.27,6358.35,29725,4.18,148,89,295,111,62.3,62.2,6.3,5.05,6.4,7.2,22.46828,88.383043
PROP09661,2022-10-01,Delhi,Rohini,Delhi,Apartment,2,858,4,83.5,9732.1,24880,3.58,231,144,424,72,81.1,77.9,6.54,5.03,6.21,0.6,28.747456,77.054557
PROP09662,2024-11-01,Mumbai,Andheri,Maharashtra,Apartment,3,1637,4,376.89,23022.93,136482,4.35,242,188,402,48,93.7,60.7,6.47,4.22,6.51,9.2,19.12093,72.85278
PROP09663,2024-03-01,Jaipur,C-Scheme,Rajasthan,Apartment,2,908,3,51.25,5644.24,20585,4.82,174,129,366,57,83.1,63.7,6.24,4.7,6.78,0.7,26.907999,75.785105
PROP09664,2025-09-01,Noida,Sector 78,Uttar Pradesh,Apartment,2,1129,12,79.27,7020.88,26145,3.96,164,96,328,83,82.5,61.1,6.4,4.53,7.13,6.9,28.567968,77.392416
PROP09665,2026-06-01,Ahmedabad,Maninagar,Gujarat,Apartment,2,857,5,55.56,6482.65,23842,5.15,106,59,245,58,79.4,65.2,6.39,5.5,6.15,3.5,22.996842,72.600259
PROP09666,2022-09-01,Delhi,Vasant Kunj,Delhi,Apartment,3,1337,19,133.66,9997.09,24504,2.2,229,150,431,77,85.8,73.9,6.31,5.64,6.6,11.0,28.531053,77.154856
PROP09667,2022-02-01,Kolkata,Salt Lake,West Bengal,Independent House,2,1023,15,71.76,7014.25,22127,3.7,105,55,262,80,75.1,68.7,6.21,5.01,7.01,7.8,22.57788,88.419833
PROP09668,2026-06-01,Kolkata,Rajarhat,West Bengal,Apartment,2,1217,14,80.85,6643.64,30188,4.48,173,123,290,61,79.6,55.4,6.33,5.34,7.1,3.0,22.625817,88.476423
PROP09669,2025-11-01,Bengaluru,Hebbal,Karnataka,Apartment,3,1324,0,132.43,10002.61,34313,3.11,86,63,93,63,98.0,64.5,6.44,4.53,6.26,9.5,13.031397,77.59274
PROP09670,2025-03-01,Mumbai,Thane,Maharashtra,Independent House,3,1688,5,445.6,26397.83,109040,2.94,206,130,391,60,77.2,71.9,6.32,4.76,7.27,2.3,19.213535,72.976797
PROP09671,2024-12-01,Ahmedabad,Satellite,Gujarat,Villa,2,1015,11,89.57,8824.45,30830,4.13,162,105,274,86,61.7,54.7,6.43,4.48,7.0,6.2,23.023385,72.509511
PROP09672,2025-02-01,Jaipur,Vaishali Nagar,Rajasthan,Apartment,3,1582,8,62.97,3980.31,23451,4.47,96,58,197,66,61.6,55.0,6.38,4.48,6.3,2.2,26.91458,75.736915
PROP09673,2026-03-01,Kolkata,Behala,West Bengal,Villa,2,994,6,120.98,12171.17,56919,5.65,193,130,381,77,81.2,56.6,6.36,5.37,6.73,4.9,22.501546,88.317931
PROP09674,2024-02-01,Noida,Sector 62,Uttar Pradesh,Villa,2,896,19,100.22,11185.53,19868,2.38,197,128,372,78,78.6,77.9,6.49,5.14,6.81,0.6,28.630549,77.368006
PROP09675,2023-06-01,Chennai,Tambaram,Tamil Nadu,Independent House,2,923,11,71.88,7787.95,26694,4.46,133,79,260,65,83.0,63.7,6.47,5.44,6.51,1.7,12.925087,80.087525
PROP09676,2025-12-01,Pune,Baner,Maharashtra,Independent House,2,1191,2,133.4,11200.37,53374,4.8,156,106,252,72,79.4,63.3,6.39,4.97,6.69,10.3,18.556238,73.785971
PROP09677,2023-10-01,Delhi,Saket,Delhi,Apartment,2,1125,3,138.26,12289.69,25347,2.2,120,72,259,83,67.8,71.6,6.5,5.55,6.51,8.0,28.52506,77.202041
PROP09678,2025-07-01,Pune,Hinjewadi,Maharashtra,Apartment,2,1127,9,76.47,6785.43,33011,5.18,111,79,185,64,82.4,60.9,6.37,4.63,6.91,0.8,18.594404,73.741946
PROP09679,2026-03-01,Ahmedabad,Maninagar,Gujarat,Apartment,4,2283,7,142.44,6239.22,59782,5.04,170,119,285,79,89.5,58.5,6.36,5.61,5.86,0.8,23.002674,72.599116
PROP09680,2025-02-01,Jaipur,Malviya Nagar,Rajasthan,Apartment,3,1416,8,55.74,3936.32,26591,5.72,152,94,331,93,76.7,62.0,6.51,5.68,6.17,9.1,26.848128,75.80825
PROP09681,2025-06-01,Mumbai,Powai,Maharashtra,Independent House,4,2091,20,574.21,27461.02,105271,2.2,80,43,139,79,85.2,75.4,6.47,5.65,6.11,4.6,19.116402,72.908399
PROP09682,2022-11-01,Pune,Hinjewadi,Maharashtra,Apartment,2,1050,8,99.91,9515.42,27187,3.27,153,85,290,66,69.6,53.6,6.42,4.69,6.42,1.1,18.593671,73.745734
PROP09683,2023-02-01,Kolkata,Salt Lake,West Bengal,Apartment,3,1577,11,95.62,6063.17,37205,4.67,128,97,172,66,75.7,58.7,6.42,4.37,6.87,9.1,22.586308,88.414524
PROP09684,2023-03-01,Kolkata,New Town,West Bengal,Apartment,3,1560,7,85.41,5475.25,32270,4.53,150,89,285,68,67.2,58.3,6.42,5.52,6.43,0.5,22.579562,88.407385
PROP09685,2025-06-01,Noida,Greater Noida West,Uttar Pradesh,Apartment,3,1418,16,126.28,8905.25,33322,3.17,158,101,287,93,75.9,64.6,6.32,4.96,6.68,9.9,28.604143,77.438097
PROP09686,2023-09-01,Ahmedabad,Chandkheda,Gujarat,Apartment,2,856,18,37.02,4325.04,13645,4.42,153,91,299,61,69.6,62.3,6.33,5.95,6.24,2.3,23.11315,72.584949
PROP09687,2023-05-01,Bengaluru,HSR Layout,Karnataka,Apartment,2,1109,6,92.09,8303.66,34374,4.48,166,106,280,64,92.4,71.1,6.37,4.83,6.52,3.6,12.916968,77.634126
PROP09688,2026-02-01,Hyderabad,Hitech City,Telangana,Independent House,3,1457,20,138.52,9507.2,47823,4.14,149,113,272,54,88.1,68.3,6.5,4.6,6.32,1.1,17.445531,78.388545
PROP09689,2026-02-01,Bengaluru,Whitefield,Karnataka,Apartment,3,1722,19,167.54,9729.44,64109,4.59,145,96,282,79,79.9,67.1,6.51,5.03,6.5,9.7,12.968345,77.757323
PROP09690,2022-08-01,Delhi,Mayur Vihar,Delhi,Independent House,2,1162,16,138.58,11926.09,44001,3.81,113,63,279,67,79.2,69.2,6.48,5.14,6.45,3.7,28.609278,77.289252
PROP09691,2023-03-01,Noida,Greater Noida West,Uttar Pradesh,Apartment,2,990,6,72.71,7344.1,18499,3.05,105,75,188,96,89.8,72.0,6.52,5.29,6.41,0.6,28.599229,77.43144
PROP09692,2023-12-01,Ahmedabad,Satellite,Gujarat,Apartment,2,1057,13,65.37,6184.09,30838,5.66,214,143,411,83,72.6,65.1,6.5,5.42,5.59,8.6,23.024524,72.512064
PROP09693,2025-11-01,Noida,Sector 75,Uttar Pradesh,Apartment,2,852,18,65.16,7647.4,24725,4.55,77,48,144,82,75.8,69.5,6.51,4.81,7.17,5.7,28.57451,77.389415
PROP09694,2022-05-01,Ahmedabad,Chandkheda,Gujarat,Apartment,2,890,7,40.48,4547.87,15355,4.55,120,76,227,66,77.5,61.3,6.38,5.09,6.81,0.8,23.100679,72.581589
PROP09695,2022-01-01,Ahmedabad,Maninagar,Gujarat,Apartment,2,1185,3,45.68,3855.07,21213,5.57,122,73,281,103,62.7,56.8,6.42,5.15,6.57,5.7,22.994776,72.601506
PROP09696,2024-01-01,Mumbai,Borivali,Maharashtra,Apartment,2,1159,19,232.25,20039.15,42579,2.2,224,118,520,77,74.6,69.9,6.42,4.59,6.42,1.3,19.229996,72.854769
PROP09697,2023-03-01,Kolkata,Ballygunge,West Bengal,Apartment,4,1796,15,124.25,6917.95,47832,4.62,126,78,231,93,82.9,68.6,6.43,4.88,5.5,11.5,22.525367,88.364618
PROP09698,2026-05-01,Delhi,Saket,Delhi,Apartment,3,1380,10,193.77,14041.21,35524,2.2,80,57,141,76,95.3,65.0,6.41,6.16,6.38,9.4,28.525639,77.218031
PROP09699,2022-10-01,Bengaluru,Koramangala,Karnataka,Apartment,4,2549,9,199.23,7815.86,75681,4.56,37,27,28,56,80.3,64.1,6.34,4.38,6.24,2.0,12.933479,77.627829
PROP09700,2026-01-01,Mumbai,Andheri,Maharashtra,Apartment,2,1165,0,244.3,20970.19,74219,3.65,197,120,365,86,64.5,73.7,6.5,4.64,6.58,8.0,19.117047,72.847181
PROP09701,2023-01-01,Noida,Sector 137,Uttar Pradesh,Apartment,2,1195,10,93.05,7786.59,27167,3.5,152,100,304,57,74.8,61.1,6.55,4.88,6.68,9.6,28.51159,77.408849
PROP09702,2025-11-01,Ahmedabad,Chandkheda,Gujarat,Villa,4,2103,16,220.92,10504.9,80905,4.39,132,72,196,68,79.7,74.2,6.4,4.35,6.26,1.5,23.105404,72.590882
PROP09703,2025-02-01,Kolkata,New Town,West Bengal,Apartment,2,918,18,65.67,7153.23,28955,5.29,196,129,413,66,74.3,62.1,6.43,5.17,6.43,9.8,22.589415,88.418081
PROP09704,2023-11-01,Kolkata,New Town,West Bengal,Apartment,1,719,20,44.46,6183.94,16329,4.41,106,59,217,83,71.0,81.0,6.44,5.27,6.55,9.2,22.590184,88.41192
PROP09705,2025-03-01,Jaipur,C-Scheme,Rajasthan,Apartment,1,799,5,32.76,4100.66,12096,4.43,226,124,451,89,64.9,61.5,6.38,4.22,6.07,11.5,26.914135,75.793261
PROP09706,2025-08-01,Ahmedabad,SG Highway,Gujarat,Apartment,2,1203,13,71.05,5906.42,27235,4.6,120,82,205,61,76.2,63.3,6.31,4.74,6.21,10.8,23.04643,72.518623
PROP09707,2022-02-01,Ahmedabad,Prahlad Nagar,Gujarat,Apartment,3,1714,0,74.28,4333.99,37760,6.1,85,58,173,84,77.4,68.9,6.46,4.99,6.37,11.7,23.01563,72.513427
PROP09708,2025-04-01,Kolkata,Garia,West Bengal,Apartment,2,1018,17,74.03,7271.7,24115,3.91,196,99,404,63,82.7,77.8,6.52,4.66,6.75,6.5,22.46679,88.390754
PROP09709,2023-01-01,Delhi,Mayur Vihar,Delhi,Apartment,2,1137,3,134.11,11794.7,39780,3.56,224,155,424,84,84.7,69.8,6.37,4.96,6.79,3.2,28.611063,77.296754
PROP09710,2024-06-01,Pune,Hadapsar,Maharashtra,Apartment,2,1151,20,89.35,7762.6,32968,4.43,119,81,236,60,85.2,58.5,6.43,4.46,6.22,11.0,18.502724,73.92548
PROP09711,2023-09-01,Jaipur,Mansarovar,Rajasthan,Apartment,3,1700,0,75.66,4450.58,37073,5.88,125,84,229,91,75.4,58.2,6.44,5.08,6.36,6.9,26.853254,75.76457
PROP09712,2023-04-01,Kolkata,Garia,West Bengal,Apartment,1,693,15,36.12,5211.45,12087,4.02,148,66,328,87,55.2,64.8,6.58,4.74,5.9,10.7,22.457479,88.384223
PROP09713,2023-01-01,Jaipur,Ajmer Road,Rajasthan,Independent House,2,1049,18,45.6,4346.66,19604,5.16,153,108,247,78,80.2,72.1,6.35,5.68,6.3,7.9,26.901828,75.684539
PROP09714,2024-03-01,Delhi,Saket,Delhi,Villa,1,750,10,149.1,19880.42,45035,3.62,126,92,200,56,89.4,75.1,6.37,4.95,6.85,5.6,28.51849,77.210905
PROP09715,2024-01-01,Chennai,Adyar,Tamil Nadu,Apartment,2,956,0,56.35,5893.97,17541,3.74,164,94,322,66,86.3,65.5,6.47,5.44,6.72,8.2,12.99924,80.252623
PROP09716,2024-06-01,Mumbai,Bandra,Maharashtra,Apartment,1,731,12,149.85,20499.23,40605,3.25,163,115,337,65,94.4,61.8,6.32,4.71,6.44,8.0,19.06413,72.835293
PROP09717,2024-06-01,Delhi,Rohini,Delhi,Apartment,3,1273,16,173.29,13612.54,33001,2.29,239,133,562,87,76.2,75.3,6.5,5.4,6.14,4.1,28.745033,77.060913
PROP09718,2024-06-01,Chennai,Anna Nagar,Tamil Nadu,Apartment,2,1023,1,60.76,5939.29,20811,4.11,147,85,324,68,74.9,64.3,6.4,4.37,7.07,1.7,13.082373,80.21532
PROP09719,2026-01-01,Noida,Sector 62,Uttar Pradesh,Apartment,3,1339,19,111.71,8342.93,32944,3.54,156,83,368,86,81.9,70.0,6.38,5.2,6.37,10.6,28.629437,77.365039
PROP09720,2025-05-01,Chennai,Velachery,Tamil Nadu,Villa,2,1083,16,142.9,13194.64,49882,4.19,133,82,226,58,78.9,63.9,6.34,5.18,6.35,0.7,12.981997,80.221068
PROP09721,2023-05-01,Jaipur,Vaishali Nagar,Rajasthan,Apartment,2,857,0,27.07,3158.7,10235,4.54,194,132,394,88,64.0,53.1,6.47,5.44,6.1,9.1,26.914211,75.730866
PROP09722,2023-07-01,Bengaluru,Yelahanka,Karnataka,Apartment,3,1468,2,115.01,7834.16,39461,4.12,147,98,277,65,76.1,60.2,6.31,4.67,6.71,11.6,13.099313,77.595885
PROP09723,2022-10-01,Bengaluru,HSR Layout,Karnataka,Apartment,3,1541,7,131.57,8537.91,50874,4.64,177,96,377,60,80.6,68.2,6.5,4.85,6.51,11.7,12.911685,77.647441
PROP09724,2022-01-01,Jaipur,Malviya Nagar,Rajasthan,Independent House,3,1369,15,66.42,4851.93,23446,4.24,87,54,187,74,76.3,66.0,6.28,4.97,6.76,6.4,26.850553,75.811463
PROP09725,2022-01-01,Ahmedabad,Chandkheda,Gujarat,Apartment,2,1102,19,63.7,5780.09,25553,4.81,164,114,305,76,82.3,61.2,6.45,4.68,7.12,6.5,23.107402,72.586457
PROP09726,2024-04-01,Jaipur,Mansarovar,Rajasthan,Apartment,4,1851,18,85.44,4616.02,28421,3.99,224,110,478,81,68.8,66.1,6.61,5.57,6.04,11.2,26.850975,75.764736
PROP09727,2024-06-01,Noida,Sector 137,Uttar Pradesh,Apartment,2,1236,12,74.19,6002.22,24086,3.9,144,67,364,64,68.1,72.3,6.45,5.68,6.39,7.5,28.508091,77.405816
PROP09728,2026-03-01,Bengaluru,Whitefield,Karnataka,Apartment,2,922,2,86.21,9350.39,34634,4.82,197,106,393,62,75.2,64.0,6.33,4.75,6.41,4.4,12.972009,77.749013
PROP09729,2023-11-01,Jaipur,Malviya Nagar,Rajasthan,Apartment,2,1049,6,51.38,4898.32,15531,3.63,214,126,424,75,83.7,66.5,6.48,4.65,6.62,11.4,26.849351,75.806172
PROP09730,2024-04-01,Jaipur,Ajmer Road,Rajasthan,Villa,3,1358,0,104.39,7687.14,51835,5.96,187,109,367,86,75.0,70.3,6.5,5.25,6.65,11.7,26.90119,75.682766
PROP09731,2023-07-01,Noida,Greater Noida West,Uttar Pradesh,Apartment,3,1506,11,105.63,7014.25,39500,4.49,185,91,437,81,60.6,65.3,6.56,5.39,6.28,10.5,28.595375,77.431322
PROP09732,2024-12-01,Chennai,Adyar,Tamil Nadu,Apartment,2,861,3,53.09,6166.65,20244,4.58,203,100,423,64,73.0,74.4,6.45,5.02,6.43,9.7,13.00202,80.256553
PROP09733,2023-07-01,Jaipur,Vaishali Nagar,Rajasthan,Apartment,4,2432,17,112.82,4639.02,48510,5.16,161,115,249,73,71.5,54.8,6.51,4.5,6.45,7.9,26.910092,75.741311
PROP09734,2023-05-01,Kolkata,Rajarhat,West Bengal,Apartment,1,551,12,39.37,7145.85,16557,5.05,175,111,302,81,69.8,68.6,6.52,5.3,6.71,0.5,22.629611,88.484705
PROP09735,2025-07-01,Ahmedabad,Prahlad Nagar,Gujarat,Apartment,2,1207,17,54.68,4530.09,21855,4.8,157,113,279,68,76.1,61.4,6.48,5.08,7.04,8.6,23.01313,72.514204
PROP09736,2023-05-01,Hyderabad,Manikonda,Telangana,Villa,2,969,11,117.7,12146.86,49132,5.01,188,131,346,73,86.9,62.2,6.5,4.47,6.82,11.8,17.409755,78.379657
PROP09737,2022-04-01,Mumbai,Borivali,Maharashtra,Villa,2,948,10,287.65,30342.39,54464,2.27,208,109,414,81,74.1,87.2,6.48,4.27,6.47,5.6,19.229874,72.864206
PROP09738,2024-11-01,Ahmedabad,Bopal,Gujarat,Apartment,1,575,16,29.82,5186.05,12967,5.22,143,87,251,86,66.6,41.0,6.53,4.95,6.19,7.3,23.02829,72.466232
PROP09739,2022-02-01,Chennai,Anna Nagar,Tamil Nadu,Apartment,4,2257,8,142.56,6316.49,54612,4.6,156,110,283,71,78.2,72.0,6.37,5.9,7.18,8.3,13.090939,80.2182
PROP09740,2025-04-01,Jaipur,Malviya Nagar,Rajasthan,Independent House,2,1069,5,60.92,5698.9,28359,5.59,169,102,328,70,69.1,60.7,6.41,5.1,6.69,6.1,26.844033,75.803735
PROP09741,2023-02-01,Ahmedabad,Bopal,Gujarat,Independent House,3,1508,9,101.33,6719.35,21365,2.53,109,89,219,62,81.6,52.2,6.44,4.66,6.6,8.1,23.025277,72.468664
PROP09742,2022-12-01,Mumbai,Borivali,Maharashtra,Apartment,2,858,8,162.53,18942.41,29910,2.21,111,90,185,72,86.1,60.3,6.42,4.61,6.22,0.4,19.227579,72.858258
PROP09743,2026-03-01,Bengaluru,Yelahanka,Karnataka,Apartment,3,1453,17,130.66,8992.49,36842,3.38,224,168,397,68,75.6,58.8,6.48,4.77,6.69,9.0,13.103301,77.597341
PROP09744,2024-02-01,Chennai,Adyar,Tamil Nadu,Apartment,2,1105,13,84.12,7612.8,30737,4.38,154,114,279,82,79.5,66.4,6.34,5.41,5.96,11.2,13.005708,80.251556
PROP09745,2023-09-01,Ahmedabad,Prahlad Nagar,Gujarat,Apartment,3,1346,0,67.56,5019.19,26532,4.71,169,136,308,80,81.1,54.1,6.49,4.75,6.71,7.7,23.011673,72.516421
PROP09746,2023-04-01,Delhi,Dwarka,Delhi,Apartment,1,652,10,58.77,9014.33,26667,5.44,169,86,347,47,67.1,66.7,6.38,4.8,6.38,0.6,28.596255,77.048812
PROP09747,2023-04-01,Chennai,Velachery,Tamil Nadu,Apartment,3,1388,18,74.09,5337.55,20702,3.35,131,96,211,72,84.1,67.8,6.56,5.38,6.13,8.4,12.982198,80.220276
PROP09748,2025-11-01,Kolkata,New Town,West Bengal,Apartment,2,1139,13,77.33,6789.54,23495,3.65,152,96,302,84,62.3,69.8,6.36,5.14,6.01,0.4,22.591916,88.415323
PROP09749,2024-03-01,Jaipur,Ajmer Road,Rajasthan,Apartment,3,1745,16,83.12,4763.3,31660,4.57,121,87,255,100,75.8,54.0,6.53,5.16,6.84,4.4,26.898713,75.689408
PROP09750,2022-05-01,Kolkata,Garia,West Bengal,Apartment,2,921,5,56.68,6154.24,20672,4.38,189,119,332,76,67.4,68.5,6.63,4.91,6.66,10.5,22.458333,88.386391
PROP09751,2023-07-01,Bengaluru,Koramangala,Karnataka,Apartment,4,2232,1,187.07,8381.33,65926,4.23,230,122,473,67,86.7,74.1,6.5,4.8,7.1,0.4,12.942134,77.626215
PROP09752,2024-03-01,Ahmedabad,Chandkheda,Gujarat,Apartment,2,1114,19,71.85,6449.44,24265,4.05,176,127,339,64,80.1,64.7,6.37,4.59,6.89,5.4,23.100307,72.585934
PROP09753,2022-05-01,Bengaluru,Yelahanka,Karnataka,Apartment,3,1613,18,104.63,6486.52,38367,4.4,109,73,204,71,84.3,71.3,6.55,4.3,6.77,10.5,13.101278,77.592695
PROP09754,2025-03-01,Ahmedabad,Satellite,Gujarat,Apartment,1,702,15,36.16,5151.35,10439,3.46,165,92,320,66,83.3,67.1,6.29,4.06,6.33,6.5,23.028694,72.501926
PROP09755,2023-10-01,Hyderabad,Kondapur,Telangana,Apartment,2,866,20,71.8,8291.1,27433,4.58,246,146,481,79,82.9,70.6,6.39,5.74,6.5,9.2,17.467937,78.363278
PROP09756,2025-01-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,2,1208,19,324.29,26845.27,59453,2.2,192,111,417,74,79.0,71.4,6.39,4.37,6.82,1.7,19.032113,73.028864
PROP09757,2023-12-01,Ahmedabad,Satellite,Gujarat,Apartment,1,735,7,35.86,4878.26,13336,4.46,143,89,276,57,90.4,65.8,6.44,5.0,6.66,5.6,23.030408,72.511615
PROP09758,2025-02-01,Ahmedabad,Bopal,Gujarat,Apartment,3,1289,20,69.61,5400.63,25196,4.34,145,83,309,62,84.2,66.8,6.38,5.39,6.7,5.1,23.037012,72.46175
PROP09759,2026-06-01,Pune,Wakad,Maharashtra,Apartment,1,678,13,49.31,7273.48,16230,3.95,158,93,297,64,72.2,54.2,6.49,3.89,6.51,11.8,18.596069,73.760995
PROP09760,2023-08-01,Pune,Hinjewadi,Maharashtra,Independent House,1,654,8,56.21,8594.42,25488,5.44,122,88,200,72,80.1,59.2,6.57,5.05,6.02,9.9,18.598721,73.741316
PROP09761,2024-01-01,Noida,Sector 137,Uttar Pradesh,Apartment,1,598,18,40.24,6728.48,14051,4.19,169,116,338,88,72.7,71.2,6.45,4.95,6.49,9.3,28.511607,77.403102
PROP09762,2022-03-01,Mumbai,Powai,Maharashtra,Apartment,2,985,0,180.12,18285.96,40339,2.69,101,62,215,73,65.3,65.7,6.35,5.28,7.1,6.5,19.120819,72.902136
PROP09763,2025-05-01,Noida,Greater Noida West,Uttar Pradesh,Independent House,3,1614,11,148.1,9176.09,54965,4.45,95,58,146,76,87.0,58.3,6.65,4.37,5.9,7.0,28.602501,77.432846
PROP09764,2023-06-01,Kolkata,Ballygunge,West Bengal,Apartment,3,1444,9,86.16,5966.52,39298,5.47,175,104,363,71,76.0,61.8,6.41,5.19,6.57,9.5,22.526785,88.36732
PROP09765,2024-05-01,Kolkata,Behala,West Bengal,Villa,2,1216,5,124.67,10252.88,35811,3.45,255,157,490,77,70.8,68.1,6.48,4.58,6.2,11.7,22.477287,88.311517
PROP09766,2023-03-01,Chennai,Velachery,Tamil Nadu,Apartment,2,1105,2,66.49,6016.98,19005,3.43,94,65,166,69,76.4,65.0,6.43,4.76,6.82,6.5,12.981309,80.220024
PROP09767,2024-08-01,Bengaluru,Whitefield,Karnataka,Apartment,1,648,15,46.15,7122.64,10496,2.73,166,108,312,88,86.9,66.5,6.35,4.55,6.93,4.2,12.96766,77.74837
PROP09768,2023-09-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,2,1007,14,217.73,21621.53,67852,3.74,53,33,131,92,83.8,77.2,6.44,4.25,7.38,0.8,19.025177,73.02652
PROP09769,2023-04-01,Bengaluru,Hebbal,Karnataka,Independent House,3,1672,12,185.96,11122.29,47470,3.06,153,98,290,76,93.8,70.9,6.42,5.03,6.51,11.8,13.041878,77.594053
PROP09770,2024-07-01,Noida,Sector 137,Uttar Pradesh,Independent House,2,959,16,100.16,10443.93,26932,3.23,130,73,297,75,75.2,66.3,6.53,4.65,7.04,7.8,28.508713,77.407899
PROP09771,2023-08-01,Pune,Kharadi,Maharashtra,Villa,3,1720,11,247.85,14410.15,88536,4.29,193,118,414,69,69.4,70.0,6.47,4.81,6.18,9.5,18.548233,73.94836
PROP09772,2026-03-01,Kolkata,New Town,West Bengal,Apartment,2,1130,13,70.42,6231.66,27358,4.66,135,84,223,78,72.7,56.0,6.5,5.21,7.01,1.0,22.598023,88.424519
PROP09773,2025-04-01,Mumbai,Andheri,Maharashtra,Apartment,3,1327,15,333.51,25132.52,84282,3.03,32,17,52,63,86.6,69.8,6.48,4.49,6.4,10.8,19.11653,72.847295
PROP09774,2022-09-01,Ahmedabad,Maninagar,Gujarat,Apartment,3,1339,14,71.94,5372.8,24779,4.13,164,94,341,87,74.9,53.4,6.42,5.46,6.24,6.2,22.993608,72.604662
PROP09775,2022-04-01,Delhi,Saket,Delhi,Apartment,2,1195,10,162.63,13608.96,46340,3.42,186,109,370,74,72.2,69.9,6.39,4.9,7.25,9.0,28.525841,77.213789
PROP09776,2023-04-01,Chennai,Porur,Tamil Nadu,Apartment,2,921,7,59.08,6414.28,20717,4.21,40,22,55,81,62.2,68.1,6.45,5.17,6.9,4.5,13.035458,80.155943
PROP09777,2024-12-01,Chennai,Velachery,Tamil Nadu,Villa,3,1259,16,169.07,13429.23,53840,3.82,114,69,265,74,68.3,66.5,6.43,4.88,6.43,3.2,12.979935,80.222009
PROP09778,2022-11-01,Jaipur,C-Scheme,Rajasthan,Villa,3,1711,2,120.19,7024.35,53768,5.37,197,110,432,73,74.0,68.0,6.54,5.37,6.5,8.6,26.9132,75.794626
PROP09779,2026-06-01,Chennai,OMR,Tamil Nadu,Apartment,2,850,15,54.96,6466.07,18415,4.02,146,99,241,72,77.2,54.5,6.39,4.59,6.68,3.1,12.938008,80.233936
PROP09780,2023-09-01,Noida,Sector 150,Uttar Pradesh,Apartment,1,555,15,31.61,5694.93,11563,4.39,227,114,491,91,78.0,71.7,6.48,4.67,6.56,9.0,28.481807,77.403791
PROP09781,2024-04-01,Jaipur,Ajmer Road,Rajasthan,Apartment,3,1250,14,57.65,4611.91,22648,4.71,160,105,283,95,71.0,65.2,6.41,4.44,6.23,3.5,26.900971,75.691486
PROP09782,2024-02-01,Hyderabad,Kondapur,Telangana,Apartment,3,1408,2,94.88,6738.77,25380,3.21,203,124,470,68,85.0,74.3,6.43,4.79,6.68,1.5,17.468581,78.357909
PROP09783,2025-09-01,Jaipur,C-Scheme,Rajasthan,Apartment,2,1098,5,61.68,5617.84,29763,5.79,155,88,317,69,73.2,51.3,6.43,3.8,5.99,7.3,26.906341,75.788245
